Study_Hours_per_Week;Preferred_Learning_Style;Online_Courses_Completed;Participation_in_Discussions;Assignment_Completion_Rate (%);Attendance_Rate (%);Use_of_Educational_Tech;Self_Reported_Stress_Level;Time_Spent_on_Social_Media (hours/week);Sleep_Hours_per_Night;Final_Grade
2;0;9;1;68;70;1;1;4;8;2
3;3;0;0;51;70;1;2;28;4;3
2;0;14;1;73;72;0;2;29;8;2
1;3;3;1;96;65;1;1;15;5;1
3;0;8;1;64;61;1;1;10;7;0
1;0;15;1;53;63;1;1;29;4;1
2;0;11;1;93;61;1;2;0;7;0
3;0;5;1;98;79;1;0;6;6;0
3;0;14;1;89;72;1;1;1;10;1
2;3;11;0;70;92;1;2;18;5;0
2;3;7;0;80;69;0;1;19;9;2
1;2;18;1;53;86;0;1;12;9;0
3;0;10;1;58;52;1;1;26;4;0
3;2;6;1;64;60;1;0;4;10;1
3;2;8;0;74;94;1;1;17;5;1
2;1;7;1;51;92;1;0;8;9;2
1;3;18;1;77;61;0;1;7;4;2
3;1;7;1;84;69;0;1;25;10;2
3;0;16;1;80;65;1;1;17;4;0
3;3;17;0;63;52;0;2;21;10;2
3;0;5;0;80;79;0;1;6;4;1
1;3;6;1;69;86;1;1;21;9;0
3;3;15;1;98;80;0;2;28;6;0
1;2;16;0;94;59;1;2;19;5;2
3;3;5;0;88;74;1;1;2;6;0
3;2;4;0;66;86;1;0;6;10;3
1;3;2;1;95;94;0;0;24;10;1
2;1;3;1;59;97;0;2;4;8;3
3;0;13;0;83;100;0;2;11;10;3
3;1;5;1;100;85;1;1;14;5;2
3;0;1;0;57;53;1;1;30;7;2
3;0;17;0;63;99;1;1;28;10;2
3;0;0;0;71;86;1;1;9;6;0
2;3;19;0;73;98;0;2;18;10;1
3;3;11;1;79;51;1;1;27;4;1
3;1;15;1;92;60;0;1;21;10;0
3;1;15;0;94;98;0;2;6;8;1
2;0;7;0;81;70;1;1;17;4;2
1;0;0;0;90;84;0;1;17;5;1
2;2;2;1;54;84;1;1;12;9;1
2;3;4;1;97;81;1;1;0;8;3
3;3;8;1;83;66;1;0;6;6;2
3;0;17;1;79;82;1;1;28;6;3
3;3;19;0;61;95;1;1;3;4;3
2;0;18;0;78;61;1;1;11;10;1
2;3;5;0;60;70;1;1;9;10;1
1;1;15;0;66;69;0;1;23;6;1
3;2;5;1;75;55;1;1;0;7;2
3;3;2;0;92;57;1;0;14;6;2
1;0;5;1;82;52;1;1;6;7;2
2;1;17;0;71;74;0;1;16;9;1
1;3;5;1;65;51;0;0;24;8;1
2;3;20;0;80;54;1;1;20;4;3
3;3;20;1;83;72;1;2;20;9;1
1;3;12;0;57;71;1;1;21;8;3
3;1;6;1;74;87;1;1;28;5;0
2;3;18;0;63;95;0;0;20;9;0
1;0;9;1;59;58;1;1;12;7;0
2;3;18;0;93;64;1;1;11;7;2
3;0;14;0;70;51;1;2;24;9;0
2;1;12;1;92;60;0;2;19;4;2
1;0;18;1;75;76;1;1;13;6;2
3;1;6;1;84;89;1;2;17;8;0
2;0;0;0;53;58;1;0;26;4;0
1;3;1;1;60;53;1;1;20;7;1
2;1;14;0;73;54;1;2;1;6;3
1;3;0;1;82;83;1;0;30;10;2
3;0;18;1;88;71;1;0;28;8;3
3;0;0;0;71;70;1;2;15;6;2
3;2;3;0;91;81;0;1;16;6;1
1;2;9;1;87;52;1;0;17;8;0
2;3;17;1;71;90;1;1;24;5;0
3;1;4;1;64;58;1;1;8;8;2
2;3;13;1;96;88;0;1;24;4;3
2;0;3;0;51;74;1;2;22;9;2
1;3;15;1;91;69;1;0;9;10;1
3;2;4;1;67;83;0;2;19;5;0
2;0;16;1;61;82;1;2;27;9;2
3;2;9;0;58;68;1;1;4;7;0
2;0;5;1;64;62;0;1;1;10;0
3;3;20;0;60;59;1;0;17;5;1
3;3;7;0;71;66;1;1;5;8;1
2;3;17;0;88;84;1;2;3;7;3
2;0;17;1;73;55;0;1;0;8;0
3;3;18;1;73;70;0;2;28;6;1
3;0;5;0;75;73;1;0;21;10;3
3;1;18;0;61;80;1;0;23;4;1
2;2;10;0;62;92;1;2;5;8;0
3;3;12;0;92;61;1;2;15;9;2
2;2;17;0;81;72;0;1;6;9;1
1;2;10;1;54;93;0;1;3;9;3
1;2;1;1;70;92;0;1;8;4;1
3;2;10;1;51;85;1;2;15;10;0
3;0;19;1;81;87;0;0;17;8;2
2;1;4;0;65;91;1;1;1;5;2
3;0;3;1;93;75;0;1;22;8;0
3;2;19;0;78;93;1;0;2;6;1
3;3;2;0;63;74;1;0;24;10;1
1;0;13;1;71;65;1;1;9;4;0
2;0;4;1;77;98;1;1;15;4;1
1;3;16;1;99;73;1;1;14;8;0
1;3;18;0;63;54;0;1;20;7;3
3;2;8;1;95;70;0;1;27;8;2
3;3;12;0;52;74;0;1;25;8;3
3;2;8;1;75;57;1;1;6;9;1
3;0;11;1;57;91;1;0;24;6;2
2;3;2;0;72;92;1;2;24;10;2
3;3;15;1;63;52;1;2;16;4;3
1;3;14;1;53;64;1;2;30;7;1
2;1;9;1;60;50;1;1;25;6;0
3;1;11;0;62;88;1;1;6;6;2
1;3;4;0;84;92;1;2;16;9;0
1;1;7;1;67;64;0;1;12;5;2
3;1;6;0;80;53;1;0;5;5;1
3;0;4;0;82;94;1;0;6;10;1
3;1;12;1;54;73;1;1;15;4;3
2;0;16;1;56;60;0;1;13;8;1
3;2;10;1;56;90;1;1;27;10;0
2;1;20;0;53;72;1;0;25;10;0
2;3;5;1;85;81;0;1;10;10;0
3;2;15;1;84;71;0;1;6;9;3
3;0;13;1;88;77;1;1;10;6;1
2;2;17;0;67;71;1;1;4;10;2
2;0;10;0;79;61;0;1;11;5;3
1;3;15;0;80;62;1;2;7;5;3
3;3;17;0;54;92;0;0;7;5;0
3;0;1;1;89;70;1;1;6;10;3
3;1;2;0;75;59;1;2;19;9;2
3;1;20;0;69;99;0;0;30;7;2
1;0;17;1;80;52;1;1;26;8;2
2;1;18;0;61;63;0;1;1;8;0
3;0;17;1;100;54;1;0;10;8;2
3;0;14;0;84;55;0;1;17;8;1
1;0;0;1;52;64;1;2;18;7;0
3;1;3;0;72;99;0;1;12;4;0
3;1;17;0;56;91;1;2;17;9;0
1;3;17;0;92;76;1;2;6;10;0
3;3;11;0;68;99;1;1;8;6;3
3;2;19;1;85;65;0;1;5;10;3
1;2;17;0;98;88;1;1;10;8;3
2;3;5;0;67;95;1;1;19;9;1
1;0;4;0;93;70;1;2;28;9;0
2;0;9;1;72;96;1;1;12;4;3
3;3;1;1;88;70;1;2;27;9;3
3;1;20;1;57;83;1;0;16;4;0
3;3;0;1;54;67;0;0;30;7;1
3;2;10;1;91;84;1;1;27;7;1
3;0;3;1;94;58;1;0;24;5;3
3;0;12;1;100;63;1;2;14;9;2
1;1;17;0;56;57;1;2;11;8;2
3;0;14;0;79;77;1;1;11;9;1
3;2;10;1;92;83;1;1;6;10;0
2;1;18;0;71;90;0;1;3;5;2
3;0;19;1;85;58;1;2;9;6;3
3;3;13;0;97;52;0;1;28;9;3
3;3;6;1;66;83;0;1;15;7;1
3;2;16;1;69;55;1;1;21;7;2
2;1;12;1;53;73;0;1;4;9;2
2;0;9;1;57;88;1;2;12;6;1
2;1;3;1;74;97;0;1;30;10;0
2;2;7;0;73;91;1;2;19;8;0
2;3;13;1;88;73;1;1;13;8;3
1;2;5;1;56;81;0;2;5;4;2
3;1;6;1;63;63;0;1;12;8;2
3;2;14;1;99;75;1;1;14;4;2
3;1;9;1;70;65;1;1;20;6;0
3;1;5;0;56;81;0;0;27;5;1
2;1;9;1;61;69;0;1;12;8;1
1;0;0;1;75;97;1;1;12;5;1
3;3;18;1;61;92;1;0;17;6;2
1;0;20;0;64;52;1;2;20;10;3
3;0;9;1;90;77;1;2;17;8;3
2;1;6;1;62;98;0;1;1;6;3
3;1;1;0;86;80;1;1;9;6;3
2;2;15;1;62;86;1;0;2;7;0
3;2;12;0;64;73;1;2;29;4;0
3;3;17;1;96;78;1;1;2;10;3
2;2;6;0;97;96;1;2;22;7;3
1;2;19;1;78;67;1;1;4;8;1
3;3;2;1;100;67;1;0;26;4;1
3;0;16;1;70;98;1;0;21;6;2
2;1;15;1;53;87;1;1;20;9;3
2;0;11;1;80;53;1;0;20;9;3
3;3;9;0;52;80;1;0;4;5;3
1;1;12;0;65;75;1;2;7;5;3
1;1;7;1;94;76;1;0;2;10;0
2;0;13;0;92;82;0;2;0;10;2
3;2;4;1;95;59;1;1;15;9;1
2;3;1;1;55;92;1;1;6;7;2
3;0;20;1;84;86;1;2;8;5;2
3;0;13;1;70;87;1;1;12;6;3
3;0;15;1;98;72;1;2;26;5;1
1;1;13;0;80;71;1;2;8;10;3
3;1;19;1;94;54;1;2;17;4;3
1;2;0;0;87;57;1;1;3;10;3
2;2;19;1;65;55;1;1;17;9;1
3;1;5;0;51;88;0;2;20;5;3
1;1;17;1;55;100;1;1;14;10;1
3;0;17;1;53;62;0;1;13;8;3
3;0;14;0;66;69;1;1;9;6;1
2;2;7;0;68;81;1;1;15;4;3
1;3;3;1;83;69;0;2;25;5;3
1;3;0;0;72;66;0;2;25;7;1
1;1;15;0;91;94;1;2;22;10;3
1;2;13;0;96;91;1;2;25;4;0
3;2;10;0;83;96;1;1;25;6;0
3;1;6;0;85;77;1;1;19;8;3
1;0;13;1;81;62;0;1;6;7;3
2;1;14;0;81;85;1;1;9;9;2
1;0;18;0;68;76;1;1;28;10;0
1;1;17;1;68;54;0;1;17;5;0
2;0;3;1;86;80;1;1;7;4;3
3;2;7;1;96;77;0;1;2;5;2
1;0;16;1;80;86;1;2;7;7;1
2;1;18;1;91;90;1;2;15;5;1
2;1;9;1;88;75;0;0;17;5;0
3;0;7;1;71;87;1;1;12;6;1
1;2;9;1;91;53;1;0;27;10;1
1;3;2;0;80;86;0;0;10;10;3
3;1;15;0;90;62;1;2;14;9;2
3;2;9;0;52;89;0;1;8;10;0
3;2;6;1;52;68;1;0;8;8;3
3;1;19;0;99;52;0;1;30;8;0
3;1;1;0;66;97;1;2;7;4;0
3;2;6;1;56;97;0;2;23;8;3
3;3;0;1;73;65;1;1;5;9;2
2;2;3;0;51;92;1;0;19;10;3
1;0;1;1;65;75;1;0;0;10;1
3;1;1;1;71;72;1;1;27;9;0
3;2;3;1;78;61;1;0;10;7;0
2;3;2;1;74;75;1;0;25;9;0
1;3;9;1;84;84;0;1;14;10;2
1;2;4;0;81;58;0;2;15;5;0
2;3;8;1;81;63;1;1;18;8;2
3;2;11;1;88;71;1;2;3;8;1
3;3;9;1;78;99;1;1;1;9;2
3;2;10;1;86;72;1;1;2;10;0
3;1;12;1;90;52;1;0;11;7;3
3;0;15;1;87;83;1;1;26;7;2
2;2;9;1;78;94;1;1;2;6;3
2;1;6;1;68;81;1;1;20;10;1
3;3;13;0;89;78;1;0;9;8;0
3;0;17;0;57;84;1;0;29;5;0
2;0;5;0;94;79;0;1;22;7;1
1;2;9;1;91;73;1;2;25;10;2
3;3;10;0;89;80;1;2;1;6;0
3;0;6;0;88;99;1;1;3;6;2
1;1;5;1;94;58;1;1;22;8;3
3;3;10;1;96;55;1;1;2;9;0
2;2;3;1;95;57;1;1;8;7;3
2;3;5;1;77;81;1;1;29;10;3
1;2;15;1;94;66;0;0;29;8;2
3;2;2;1;98;75;1;1;14;8;0
1;2;19;0;62;50;1;0;4;6;2
1;2;13;1;72;67;1;1;6;4;1
2;0;18;1;82;92;0;1;17;5;1
2;3;6;1;99;77;0;2;5;4;1
1;1;16;1;96;60;1;2;22;8;0
1;3;4;0;66;77;1;1;7;9;0
3;1;0;1;53;77;1;0;24;8;1
3;3;12;1;96;74;1;2;26;6;1
2;0;3;1;74;92;1;1;12;8;2
1;2;1;1;95;88;0;1;30;10;2
3;1;11;0;81;84;1;2;12;9;1
2;0;18;0;72;74;0;1;19;8;1
1;1;17;0;93;98;1;0;7;7;1
3;2;16;1;56;76;1;1;9;5;0
1;3;9;1;60;86;1;0;20;6;3
1;2;5;0;54;62;0;0;30;7;1
1;1;7;1;52;73;1;1;20;4;2
1;0;17;1;69;53;1;1;28;6;0
1;2;13;1;84;64;1;1;13;10;0
3;2;18;1;68;64;0;2;10;5;0
2;1;3;0;57;77;1;1;12;7;3
3;2;5;0;68;91;1;0;4;4;0
2;3;5;1;56;78;1;1;28;4;3
3;1;7;1;60;58;0;2;1;6;2
1;2;5;0;79;96;1;2;19;5;3
1;0;17;1;91;68;1;0;1;7;1
3;1;17;1;92;95;0;1;6;6;3
3;3;5;1;59;89;1;0;15;10;0
1;2;3;1;55;81;1;2;5;5;0
3;1;20;1;51;59;0;1;5;4;3
2;2;8;0;76;94;1;2;3;10;2
3;2;11;1;97;88;1;1;13;8;3
1;0;11;1;90;69;0;2;25;8;3
3;0;14;1;54;61;0;1;16;5;0
3;0;17;0;81;52;1;0;17;10;0
3;0;8;0;70;66;0;1;1;7;0
3;3;14;1;51;63;1;1;3;6;3
2;2;7;0;86;56;0;0;16;4;2
2;1;1;0;50;81;0;0;30;7;0
2;0;14;1;59;71;1;0;14;5;0
3;1;19;1;85;87;1;1;23;9;3
3;3;12;0;96;58;0;1;21;8;0
1;3;14;1;75;97;1;0;17;9;3
2;1;16;1;79;67;0;1;3;6;3
3;2;1;1;60;92;1;1;0;9;1
3;2;10;1;58;50;1;1;4;10;0
3;1;2;1;83;84;1;0;9;4;1
2;3;1;1;76;53;1;2;11;5;3
3;2;10;0;92;87;0;1;30;4;3
2;0;0;1;60;91;1;2;25;7;0
3;0;15;0;93;91;1;1;20;4;1
3;2;11;1;88;80;0;0;23;10;0
2;2;20;1;90;85;1;2;13;5;1
3;3;9;0;99;77;1;1;25;10;3
3;2;1;1;75;65;0;2;6;8;2
2;1;6;0;80;69;0;1;3;8;3
3;0;2;1;61;74;0;1;11;4;3
3;3;7;0;62;68;1;1;19;5;2
2;0;17;1;76;76;0;2;23;6;2
3;2;12;0;51;75;1;1;27;6;3
2;3;12;1;100;65;1;0;30;7;2
1;1;13;0;73;55;1;2;23;9;0
3;2;13;0;84;55;1;1;17;6;3
1;2;5;1;79;97;1;0;7;5;0
2;2;13;1;87;60;1;1;25;10;0
3;2;0;1;58;58;1;0;27;5;2
2;1;17;1;71;61;1;2;7;10;3
3;1;12;1;65;96;0;2;27;4;2
1;0;12;0;87;94;0;1;2;10;1
1;3;9;1;54;98;1;2;18;7;2
3;2;13;1;75;70;1;1;19;6;2
3;2;3;0;74;87;1;2;6;10;2
2;0;20;0;64;61;1;1;29;7;3
3;2;16;0;62;68;1;1;15;7;1
2;3;7;0;87;84;1;1;1;6;2
2;1;13;0;96;80;1;1;4;8;0
2;0;0;1;58;60;1;1;5;4;1
3;3;11;1;97;61;1;2;16;10;1
3;1;11;1;61;79;1;2;19;7;3
1;3;0;1;73;52;0;1;16;9;0
2;3;17;0;75;82;1;2;30;6;0
3;0;20;0;61;83;1;2;17;10;0
1;3;9;1;85;61;0;1;10;5;2
3;0;1;0;56;83;0;0;28;5;0
1;3;3;1;51;54;0;1;17;9;0
2;0;17;1;91;61;1;0;20;8;0
3;2;16;0;75;70;1;1;18;9;3
2;2;0;1;91;89;1;0;5;5;0
2;2;15;1;100;90;1;0;20;5;1
3;0;13;1;53;70;1;1;7;4;0
2;3;19;1;80;64;1;2;27;7;1
2;2;14;1;51;63;1;0;13;8;0
3;0;5;1;80;56;1;1;4;10;2
2;3;11;0;60;57;0;2;9;7;1
3;0;4;0;77;91;1;1;30;4;0
3;3;2;1;93;97;1;1;25;8;3
1;0;0;0;64;58;1;1;14;7;3
2;3;0;0;80;98;1;2;24;10;0
2;0;2;0;77;93;1;1;16;7;3
3;2;20;1;84;77;0;1;15;5;0
1;3;19;1;52;53;1;2;16;10;0
1;1;16;1;51;69;1;1;22;5;0
2;0;7;1;89;57;1;1;2;8;2
3;1;17;1;76;75;1;0;6;5;2
2;1;18;1;77;67;1;1;16;6;2
2;1;6;0;81;88;1;1;29;9;3
3;3;10;0;63;84;0;0;30;6;2
3;1;5;0;69;95;0;0;26;8;2
3;3;5;1;85;82;1;2;0;7;3
3;2;13;1;51;87;1;1;4;8;1
3;0;18;1;69;65;1;1;30;6;3
3;0;15;0;89;69;1;1;28;4;2
2;1;5;1;86;88;0;2;30;10;3
3;2;3;1;76;99;0;2;9;10;0
2;0;16;0;84;88;1;1;23;5;1
2;2;20;0;51;56;1;1;19;8;3
1;2;0;0;56;67;0;1;2;6;1
3;1;10;1;82;64;1;0;11;6;0
3;3;14;0;64;56;0;2;10;8;3
2;1;10;1;63;92;1;1;17;8;2
2;2;9;1;63;95;1;0;13;5;3
3;3;3;0;77;65;0;2;8;5;1
3;2;0;1;80;86;1;2;17;6;1
3;1;7;1;96;69;0;1;13;5;3
1;0;12;0;78;67;0;1;5;5;2
3;3;19;1;88;52;1;2;9;8;1
1;3;13;0;85;62;1;2;28;8;0
3;2;14;0;92;60;0;1;17;4;1
2;3;11;0;98;91;1;0;0;10;0
1;3;8;1;87;52;1;2;9;8;0
1;0;0;1;55;62;1;2;15;10;1
1;3;17;0;98;65;1;0;8;7;1
3;1;0;0;92;60;1;2;2;6;3
1;3;0;1;78;54;1;2;12;6;1
3;0;4;0;57;68;1;2;22;5;0
3;2;10;0;62;77;1;0;13;5;2
2;2;10;1;70;65;1;0;24;10;2
3;3;20;1;60;56;1;2;17;9;2
3;3;5;1;50;58;0;0;0;9;1
1;0;9;1;92;54;0;2;8;10;3
2;1;4;1;61;74;1;1;1;10;1
2;2;15;1;56;84;0;2;23;9;2
2;2;15;0;60;52;0;1;16;5;3
3;1;13;0;98;75;1;1;17;4;2
3;0;1;1;97;66;1;2;18;7;0
3;1;9;1;51;60;1;2;8;7;3
3;2;1;0;83;67;0;1;12;8;3
3;3;10;0;63;88;0;1;12;5;3
1;1;15;1;64;88;0;1;30;8;2
3;2;18;0;98;78;1;2;21;9;3
2;2;14;0;81;63;0;2;12;10;3
3;1;6;0;95;99;1;1;0;9;1
2;3;6;0;66;91;1;1;27;8;1
3;2;9;0;87;94;1;1;5;7;1
3;3;19;1;78;54;1;1;16;10;2
2;1;3;1;90;52;0;0;11;8;2
2;0;18;1;65;56;1;1;16;9;2
2;3;19;0;55;92;1;2;12;10;3
2;2;12;0;66;68;1;2;3;7;0
2;0;20;0;70;90;1;0;6;8;1
3;1;18;0;84;74;1;1;0;10;3
1;0;9;1;96;64;1;1;15;4;1
1;3;15;1;94;70;1;2;15;8;0
1;0;18;0;75;50;1;1;16;6;3
2;2;10;1;58;54;0;0;26;10;3
2;2;8;1;69;70;1;2;20;10;1
1;0;20;0;51;51;1;1;13;6;0
2;2;5;0;63;72;1;0;20;10;3
2;0;4;1;59;60;1;2;10;8;2
3;0;5;1;78;52;0;1;18;7;0
2;2;6;0;96;73;0;1;29;6;1
3;3;5;0;69;75;0;0;15;7;3
3;0;9;0;83;63;0;1;30;4;0
1;0;9;1;55;73;0;1;30;8;0
3;2;12;0;60;55;1;1;3;7;0
3;3;17;1;62;80;1;2;21;8;2
2;0;17;1;90;81;1;2;23;7;3
3;3;7;0;81;50;1;2;20;6;0
2;3;14;0;81;81;1;2;8;8;0
2;2;6;1;95;99;0;1;28;6;0
3;1;9;1;66;55;1;1;11;10;3
3;3;11;0;90;53;1;0;10;6;0
3;2;4;1;66;80;1;1;23;10;0
2;2;1;1;50;72;1;2;9;6;3
2;0;16;1;88;56;0;2;28;8;0
3;1;5;0;76;50;0;1;9;4;3
3;0;2;1;86;55;1;1;25;7;2
2;3;11;0;77;54;1;2;23;7;3
3;0;0;0;77;68;0;0;30;10;2
2;0;7;1;100;85;1;0;21;7;3
3;2;18;1;78;63;1;1;29;7;2
1;3;12;0;99;95;1;2;4;8;2
3;0;15;1;75;98;0;2;12;7;0
2;3;8;0;94;72;1;1;11;5;1
3;0;18;0;58;74;1;0;20;6;0
1;3;3;1;54;57;1;1;2;10;2
3;3;1;1;53;87;1;1;13;9;3
2;1;5;1;94;59;1;1;2;10;0
2;1;6;1;97;77;0;1;3;9;2
3;3;6;1;99;95;1;1;28;4;3
1;1;17;0;61;72;0;0;11;7;1
2;1;2;1;88;57;0;1;29;8;0
1;0;13;1;57;64;0;1;3;8;0
3;3;12;0;88;79;1;1;23;9;3
3;1;20;0;58;67;1;2;2;5;1
3;3;1;1;97;63;0;0;17;10;0
2;0;10;0;60;93;0;0;7;4;1
2;3;1;1;83;87;0;2;19;5;1
2;0;16;0;54;91;1;1;20;6;2
2;0;10;1;63;63;1;2;11;8;1
3;1;0;1;64;78;0;2;27;10;2
2;2;1;1;81;67;1;2;15;5;0
3;3;18;0;91;100;1;2;1;4;3
3;2;19;1;72;51;1;2;7;7;2
2;1;17;1;90;84;1;1;12;10;2
2;1;13;1;55;72;0;1;20;10;3
3;2;3;0;86;83;1;2;6;6;3
2;2;2;1;68;98;1;2;17;6;0
3;3;18;1;65;59;0;1;6;8;3
1;2;16;1;50;96;1;1;4;5;0
3;2;5;1;80;90;1;0;2;7;0
2;1;18;1;99;99;1;2;24;6;3
2;3;17;1;96;51;1;2;4;9;3
3;3;3;0;50;82;0;2;26;6;0
3;1;8;1;50;79;1;2;11;10;0
1;1;9;1;92;82;0;1;18;10;3
1;1;4;0;62;90;0;1;18;5;2
3;1;19;1;64;76;1;1;13;6;3
1;3;1;1;99;59;1;0;15;5;2
1;0;14;0;68;65;1;1;10;9;3
3;1;6;1;94;57;1;1;5;7;1
2;1;10;1;84;98;1;2;20;7;1
3;0;11;1;80;88;1;2;13;8;1
3;1;0;1;53;92;0;1;2;9;3
3;2;19;1;69;84;1;2;9;8;3
3;2;14;1;84;74;1;1;25;4;2
2;1;0;0;90;64;1;1;16;8;0
3;0;14;1;88;52;0;2;22;9;2
3;2;2;1;83;77;1;1;26;10;0
2;0;17;1;58;73;1;2;0;8;0
2;0;6;1;86;77;1;0;21;4;0
3;3;7;1;75;54;1;2;9;8;2
3;2;8;1;59;58;1;0;6;6;3
3;3;17;0;75;88;1;1;28;10;0
3;2;8;1;95;99;0;1;27;6;0
3;0;15;1;80;61;0;2;27;9;3
1;0;4;1;97;84;0;0;13;7;0
3;0;15;1;79;78;1;2;11;7;3
2;2;7;1;83;54;1;1;18;10;0
2;3;11;1;95;60;1;1;19;9;0
3;1;18;0;59;85;1;0;2;4;1
1;3;20;1;99;61;1;1;16;4;1
1;0;14;1;84;88;1;0;0;4;0
3;3;18;0;95;78;1;0;3;4;1
2;1;0;1;50;80;1;1;7;8;1
2;0;3;0;87;74;1;1;22;7;1
3;1;15;1;87;74;1;1;9;10;3
3;0;8;0;81;94;0;2;5;5;1
1;0;19;0;71;58;0;1;22;5;2
3;1;20;1;94;53;1;1;23;7;3
1;0;1;0;55;79;1;1;24;4;1
2;3;20;1;76;82;1;2;19;5;1
3;1;7;1;61;65;0;2;3;7;3
1;0;8;1;86;76;0;0;10;8;1
2;0;17;0;73;85;0;2;30;5;0
3;2;2;0;65;81;1;1;3;5;2
2;3;3;0;74;97;1;1;2;4;0
1;1;15;0;96;66;0;2;5;6;2
2;2;16;1;73;55;1;0;22;5;0
2;3;20;1;95;97;1;0;13;8;1
3;1;4;0;80;78;1;2;8;5;0
3;2;15;1;70;86;1;2;14;10;0
3;1;3;1;98;83;1;0;10;8;2
3;2;1;1;95;94;1;0;12;10;3
1;1;6;1;53;75;1;2;30;8;2
2;2;8;0;75;87;1;2;11;6;1
1;2;11;1;93;89;1;2;1;5;0
3;2;9;1;76;65;1;0;30;4;1
2;2;9;1;72;59;1;1;12;9;2
2;3;15;0;99;73;1;1;1;4;3
3;2;7;0;85;94;1;1;28;4;0
3;0;4;1;94;75;1;2;24;4;3
2;3;2;1;76;58;1;0;6;10;1
3;2;12;1;61;86;1;0;15;7;0
1;0;15;1;70;89;1;0;12;10;1
3;0;20;1;59;79;1;1;19;8;1
2;3;20;1;72;63;0;1;7;8;3
1;3;1;0;50;64;1;1;11;4;1
2;1;2;1;70;76;1;1;27;6;1
3;1;17;1;95;62;1;2;7;8;0
2;0;2;0;77;51;0;2;4;10;1
3;0;14;1;92;54;1;0;27;9;0
2;0;9;1;79;58;1;1;26;7;2
1;3;11;1;62;78;0;1;3;8;2
1;0;13;1;62;66;0;1;8;8;1
2;1;10;1;51;55;0;1;8;10;2
2;2;1;1;87;79;1;1;27;6;3
3;3;9;0;98;93;1;1;17;9;0
1;1;5;1;91;80;1;2;25;7;2
2;2;8;1;74;67;0;1;8;6;1
3;1;8;1;100;69;1;0;28;6;2
3;3;0;0;84;88;1;2;0;5;1
2;2;3;0;66;87;1;0;30;8;3
3;3;19;1;81;59;0;1;27;10;1
3;1;5;1;64;59;1;1;14;4;2
1;3;13;0;67;80;1;2;17;7;2
1;1;10;0;77;75;1;0;14;8;0
3;1;5;1;65;73;1;0;23;5;2
3;3;2;1;78;83;0;0;8;9;1
3;0;4;1;69;70;0;2;14;5;1
2;1;0;0;53;93;1;1;6;4;2
1;2;0;1;97;50;1;1;1;4;3
2;2;10;0;91;77;1;1;5;7;2
3;3;16;0;91;66;0;1;4;8;2
3;0;3;0;77;97;0;0;11;8;3
1;1;6;1;78;76;1;1;9;4;2
2;2;13;0;61;98;0;1;7;4;0
3;3;0;0;50;73;1;0;21;8;3
3;0;5;1;68;53;0;1;10;10;1
2;0;10;0;91;87;1;2;18;4;1
3;1;20;1;55;62;1;1;24;8;1
2;2;18;1;85;63;0;2;15;8;0
1;0;0;1;55;58;1;1;30;9;1
3;2;3;1;74;96;0;1;28;7;0
3;3;0;0;58;90;1;2;8;8;3
2;0;20;1;69;85;1;0;14;4;1
3;2;14;1;50;82;0;0;21;6;2
2;3;2;0;51;55;0;2;19;9;3
2;1;8;0;95;90;1;1;14;10;2
3;0;15;0;79;71;1;2;25;10;1
2;2;20;1;83;76;1;1;8;9;3
2;2;9;0;52;80;1;1;1;8;3
2;0;9;0;59;78;1;2;7;9;2
1;0;0;1;54;73;1;1;2;8;1
1;2;7;1;99;57;0;1;7;8;1
3;0;4;1;78;80;0;2;8;5;1
1;3;2;0;86;50;1;1;19;9;2
2;0;11;1;69;66;1;2;14;7;2
3;3;16;0;55;57;0;2;7;6;1
2;2;20;1;71;80;0;1;2;5;3
1;0;12;0;86;90;1;1;8;5;3
2;0;20;0;61;100;1;0;9;6;1
2;2;3;1;90;76;0;1;8;6;2
3;2;15;1;100;52;0;0;1;8;3
2;1;7;0;98;83;1;0;22;8;1
3;2;4;0;66;85;1;1;30;8;2
3;1;11;1;64;98;0;1;28;10;3
2;3;9;1;83;85;0;2;13;10;2
2;0;12;1;73;92;1;2;22;10;1
1;3;10;1;50;100;0;0;3;9;3
1;0;3;0;99;67;0;0;19;9;1
3;0;5;1;87;60;1;1;24;9;0
2;3;17;0;93;58;0;0;11;9;3
2;0;18;1;82;80;1;2;13;9;2
3;0;3;1;71;89;1;1;7;10;1
1;2;12;0;84;94;1;1;1;6;0
3;1;11;0;50;77;1;2;20;5;1
1;1;5;1;91;51;1;1;17;6;1
1;0;19;1;68;98;1;0;3;5;2
1;3;12;1;53;87;1;2;9;9;3
1;1;1;0;96;74;1;1;15;8;1
3;0;5;1;60;100;1;2;8;6;3
1;0;3;1;93;63;1;0;5;5;2
3;2;5;0;67;52;1;1;7;4;1
2;2;10;1;81;68;0;1;4;5;2
2;1;13;0;62;93;1;2;14;6;0
2;2;2;1;70;55;1;1;12;5;2
1;0;13;1;87;96;0;1;16;8;1
3;2;13;1;65;80;0;0;21;8;3
2;3;17;0;77;52;1;2;4;5;2
3;2;9;0;66;65;1;1;21;9;3
3;0;13;1;96;57;1;2;8;7;0
1;2;9;0;56;78;1;2;16;9;0
3;3;12;1;78;54;0;1;5;7;0
2;1;12;1;86;75;0;1;12;10;2
3;2;20;0;60;75;1;1;27;9;2
2;3;20;1;76;50;1;0;9;5;1
